comparison_place,size_class,municipality_key,population,start,end,duration_days,max_temp,avg_temp,year
Scandicci,medium,048041,49390,2025-08-07,2025-08-15,9,37.7,36.5,2025
Fiesole,small,048015,13659,1983-07-25,1983-07-27,3,38.0,37.1,1983
Fiesole,small,048015,13659,1987-09-15,1987-09-17,3,30.9,30.3,1987
Fiesole,small,048015,13659,1992-08-06,1992-08-08,3,34.4,34.3,1992
Fiesole,small,048015,13659,1994-08-04,1994-08-06,3,34.3,34.1,1994
Fiesole,small,048015,13659,1996-06-09,1996-06-12,4,31.7,30.6,1996
Fiesole,small,048015,13659,1998-06-02,1998-06-05,4,31.7,30.4,1998
Fiesole,small,048015,13659,1998-08-09,1998-08-12,4,35.9,34.9,1998
Fiesole,small,048015,13659,2000-08-20,2000-08-22,3,34.0,33.8,2000
Fiesole,small,048015,13659,2002-06-16,2002-06-23,8,33.8,32.2,2002
Fiesole,small,048015,13659,2003-05-04,2003-05-06,3,28.9,28.6,2003
Fiesole,small,048015,13659,2003-06-05,2003-06-15,11,34.2,31.5,2003
Fiesole,small,048015,13659,2003-06-19,2003-06-24,6,31.6,31.0,2003
Fiesole,small,048015,13659,2003-07-19,2003-07-22,4,34.2,33.8,2003
Fiesole,small,048015,13659,2003-08-03,2003-08-06,4,36.5,35.4,2003
Fiesole,small,048015,13659,2003-08-08,2003-08-12,5,35.3,34.7,2003
Fiesole,small,048015,13659,2005-06-26,2005-06-28,3,32.5,32.2,2005
Fiesole,small,048015,13659,2006-06-19,2006-06-30,12,33.7,32.2,2006
Fiesole,small,048015,13659,2006-07-19,2006-07-22,4,35.4,35.0,2006
Fiesole,small,048015,13659,2007-05-21,2007-05-24,4,28.9,28.6,2007
Fiesole,small,048015,13659,2009-05-23,2009-05-25,3,31.1,30.3,2009
Fiesole,small,048015,13659,2009-08-17,2009-08-20,4,35.5,34.9,2009
Fiesole,small,048015,13659,2011-07-10,2011-07-12,3,34.1,33.7,2011
Fiesole,small,048015,13659,2011-08-19,2011-08-25,7,36.6,34.9,2011
Fiesole,small,048015,13659,2012-06-16,2012-06-19,4,32.4,31.8,2012
Fiesole,small,048015,13659,2012-06-29,2012-07-01,3,33.5,32.3,2012
Fiesole,small,048015,13659,2012-08-18,2012-08-21,4,35.2,34.6,2012
Fiesole,small,048015,13659,2013-06-17,2013-06-19,3,32.0,31.1,2013
Fiesole,small,048015,13659,2013-08-04,2013-08-07,4,35.0,34.5,2013
Fiesole,small,048015,13659,2014-06-06,2014-06-12,7,32.3,31.3,2014
Fiesole,small,048015,13659,2015-06-03,2015-06-07,5,30.1,29.4,2015
Fiesole,small,048015,13659,2015-06-30,2015-07-06,7,33.7,32.7,2015
Fiesole,small,048015,13659,2015-07-14,2015-07-22,9,35.3,33.8,2015
Fiesole,small,048015,13659,2017-06-09,2017-06-13,5,31.6,31.0,2017
Fiesole,small,048015,13659,2017-06-18,2017-06-22,5,32.0,31.0,2017
Fiesole,small,048015,13659,2017-07-30,2017-08-05,7,38.2,36.8,2017
Fiesole,small,048015,13659,2017-08-25,2017-08-30,6,34.0,33.3,2017
Fiesole,small,048015,13659,2018-08-04,2018-08-06,3,35.7,34.9,2018
Fiesole,small,048015,13659,2018-09-09,2018-09-11,3,32.0,31.4,2018
Fiesole,small,048015,13659,2018-09-20,2018-09-22,3,29.8,29.5,2018
Fiesole,small,048015,13659,2019-06-23,2019-07-05,13,36.8,34.0,2019
Fiesole,small,048015,13659,2019-07-21,2019-07-25,5,37.9,36.2,2019
Fiesole,small,048015,13659,2020-07-27,2020-08-01,6,35.9,34.8,2020
Fiesole,small,048015,13659,2020-08-08,2020-08-12,5,35.0,34.2,2020
Fiesole,small,048015,13659,2020-09-12,2020-09-16,5,31.2,30.4,2020
Fiesole,small,048015,13659,2021-06-19,2021-06-22,4,32.4,31.5,2021
Fiesole,small,048015,13659,2021-07-05,2021-07-07,3,35.0,33.4,2021
Fiesole,small,048015,13659,2021-08-09,2021-08-15,7,37.2,35.5,2021
Fiesole,small,048015,13659,2022-05-24,2022-05-27,4,31.4,29.8,2022
Fiesole,small,048015,13659,2022-05-31,2022-06-05,6,32.6,30.4,2022
Fiesole,small,048015,13659,2022-06-11,2022-06-27,17,38.4,32.3,2022
Fiesole,small,048015,13659,2022-06-29,2022-07-06,8,36.7,34.3,2022
Fiesole,small,048015,13659,2022-07-12,2022-07-25,14,37.6,35.7,2022
Fiesole,small,048015,13659,2022-08-02,2022-08-05,4,37.7,36.4,2022
Fiesole,small,048015,13659,2023-07-07,2023-07-11,5,35.6,34.3,2023
Fiesole,small,048015,13659,2023-07-13,2023-07-19,7,35.4,34.8,2023
Fiesole,small,048015,13659,2023-08-12,2023-08-14,3,35.0,34.5,2023
Fiesole,small,048015,13659,2023-08-17,2023-08-26,10,37.8,35.3,2023
Fiesole,small,048015,13659,2023-09-29,2023-10-01,3,29.6,29.4,2023
Fiesole,small,048015,13659,2024-06-17,2024-06-20,4,33.6,32.2,2024
Fiesole,small,048015,13659,2024-07-08,2024-07-11,4,34.0,33.4,2024
Fiesole,small,048015,13659,2024-07-13,2024-07-18,6,36.4,34.7,2024
Fiesole,small,048015,13659,2024-07-25,2024-08-01,8,35.6,34.8,2024
Fiesole,small,048015,13659,2024-08-04,2024-08-13,10,38.2,36.0,2024
Fiesole,small,048015,13659,2024-08-27,2024-08-31,5,35.2,34.5,2024
Fiesole,small,048015,13659,2025-05-29,2025-06-02,5,29.8,28.9,2025
Fiesole,small,048015,13659,2025-06-08,2025-06-15,8,34.6,32.1,2025
Fiesole,small,048015,13659,2025-06-22,2025-07-04,13,36.8,33.7,2025
Fiesole,small,048015,13659,2025-08-08,2025-08-15,8,35.5,34.7,2025
Londa,rural,048025,1833,1983-07-22,1983-07-28,7,36.5,33.9,1983
Londa,rural,048025,1833,1987-09-15,1987-09-18,4,29.6,29.1,1987
Londa,rural,048025,1833,1998-06-03,1998-06-05,3,29.7,29.2,1998
Londa,rural,048025,1833,1998-06-28,1998-06-30,3,32.8,30.8,1998
Londa,rural,048025,1833,1998-07-19,1998-07-23,5,33.1,32.4,1998
Londa,rural,048025,1833,1998-08-09,1998-08-12,4,33.6,33.0,1998
Londa,rural,048025,1833,2000-08-20,2000-08-22,3,32.7,32.3,2000
Londa,rural,048025,1833,2002-06-16,2002-06-23,8,31.7,30.0,2002
Londa,rural,048025,1833,2003-06-09,2003-06-14,6,31.5,30.7,2003
Londa,rural,048025,1833,2003-06-21,2003-06-25,5,29.9,29.4,2003
Londa,rural,048025,1833,2003-07-20,2003-07-22,3,33.0,32.5,2003
Londa,rural,048025,1833,2003-08-09,2003-08-12,4,33.0,32.9,2003
Londa,rural,048025,1833,2005-06-26,2005-06-28,3,30.9,30.8,2005
Londa,rural,048025,1833,2006-06-19,2006-06-29,11,33.0,30.8,2006
Londa,rural,048025,1833,2009-05-23,2009-05-25,3,29.8,29.2,2009
Londa,rural,048025,1833,2009-08-18,2009-08-20,3,32.5,32.4,2009
Londa,rural,048025,1833,2011-08-19,2011-08-25,7,34.0,32.9,2011
Londa,rural,048025,1833,2011-09-13,2011-09-15,3,28.7,28.5,2011
Londa,rural,048025,1833,2012-06-16,2012-06-19,4,30.8,30.0,2012
Londa,rural,048025,1833,2012-06-28,2012-07-01,4,32.4,30.8,2012
Londa,rural,048025,1833,2012-08-19,2012-08-23,5,32.9,32.2,2012
Londa,rural,048025,1833,2013-06-16,2013-06-19,4,29.8,29.1,2013
Londa,rural,048025,1833,2013-08-02,2013-08-07,6,34.2,33.3,2013
Londa,rural,048025,1833,2014-06-08,2014-06-11,4,29.4,28.9,2014
Londa,rural,048025,1833,2015-07-01,2015-07-06,6,31.7,30.7,2015
Londa,rural,048025,1833,2015-07-19,2015-07-22,4,33.0,32.4,2015
Londa,rural,048025,1833,2017-07-30,2017-08-04,6,33.9,33.5,2017
Londa,rural,048025,1833,2019-06-25,2019-06-27,3,33.6,32.0,2019
Londa,rural,048025,1833,2019-06-29,2019-07-02,4,31.3,30.5,2019
Londa,rural,048025,1833,2021-08-11,2021-08-13,3,33.8,33.0,2021
Londa,rural,048025,1833,2022-06-30,2022-07-04,5,33.4,31.9,2022
Londa,rural,048025,1833,2022-07-13,2022-07-15,3,32.2,31.9,2022
Londa,rural,048025,1833,2022-07-19,2022-07-22,4,34.0,32.9,2022
Londa,rural,048025,1833,2022-08-03,2022-08-05,3,33.4,32.8,2022
Londa,rural,048025,1833,2023-07-15,2023-07-18,4,32.4,32.1,2023
Londa,rural,048025,1833,2023-08-22,2023-08-24,3,35.0,33.7,2023
Londa,rural,048025,1833,2024-08-08,2024-08-13,6,35.2,33.6,2024
Londa,rural,048025,1833,2024-08-29,2024-08-31,3,30.5,30.0,2024
Londa,rural,048025,1833,2025-06-12,2025-06-14,3,30.6,30.2,2025
Londa,rural,048025,1833,2025-06-24,2025-07-03,10,33.4,30.6,2025
Londa,rural,048025,1833,2025-08-08,2025-08-13,6,34.0,33.0,2025
Bari,large,072006,315473,1982-06-22,1982-06-25,4,36.6,33.9,1982
Bari,large,072006,315473,1987-07-23,1987-07-25,3,37.1,34.6,1987
Bari,large,072006,315473,1987-09-25,1987-09-27,3,32.4,31.8,1987
Bari,large,072006,315473,1994-05-22,1994-05-24,3,31.5,29.9,1994
Bari,large,072006,315473,2000-07-02,2000-07-04,3,34.6,33.4,2000
Bari,large,072006,315473,2000-08-20,2000-08-23,4,34.4,32.9,2000
Bari,large,072006,315473,2003-08-28,2003-08-30,3,32.8,32.4,2003
Bari,large,072006,315473,2007-07-21,2007-07-23,3,38.2,35.6,2007
Bari,large,072006,315473,2007-08-28,2007-08-30,3,36.1,34.0,2007
Bari,large,072006,315473,2008-09-04,2008-09-07,4,33.4,32.0,2008
Bari,large,072006,315473,2012-08-04,2012-08-06,3,34.4,33.9,2012
Bari,large,072006,315473,2012-08-21,2012-08-25,5,33.2,32.8,2012
Bari,large,072006,315473,2012-09-26,2012-09-28,3,30.9,30.4,2012
Bari,large,072006,315473,2015-09-13,2015-09-18,6,33.1,31.7,2015
Bari,large,072006,315473,2017-06-22,2017-06-24,3,36.2,33.8,2017
Bari,large,072006,315473,2017-06-26,2017-06-29,4,35.9,34.9,2017
Bari,large,072006,315473,2017-07-06,2017-07-12,7,37.5,34.3,2017
Bari,large,072006,315473,2017-07-29,2017-08-05,8,38.6,35.5,2017
Bari,large,072006,315473,2017-08-07,2017-08-10,4,38.5,36.5,2017
Bari,large,072006,315473,2017-08-30,2017-09-01,3,33.1,32.4,2017
Bari,large,072006,315473,2018-06-02,2018-06-04,3,30.4,29.2,2018
Bari,large,072006,315473,2019-06-06,2019-06-11,6,35.0,31.9,2019
Bari,large,072006,315473,2019-06-13,2019-06-15,3,35.0,32.1,2019
Bari,large,072006,315473,2019-07-05,2019-07-09,5,35.3,33.4,2019
Bari,large,072006,315473,2019-08-05,2019-08-07,3,35.8,34.9,2019
Bari,large,072006,315473,2019-08-10,2019-08-12,3,34.6,34.2,2019
Bari,large,072006,315473,2020-05-12,2020-05-14,3,32.7,30.4,2020
Bari,large,072006,315473,2020-06-28,2020-07-02,5,33.9,32.9,2020
Bari,large,072006,315473,2020-07-28,2020-07-31,4,35.2,34.5,2020
Bari,large,072006,315473,2020-08-27,2020-08-30,4,37.2,35.3,2020
Bari,large,072006,315473,2021-05-21,2021-05-23,3,33.7,31.0,2021
Bari,large,072006,315473,2021-06-18,2021-06-24,7,39.0,35.2,2021
Bari,large,072006,315473,2021-06-27,2021-06-29,3,36.2,34.8,2021
Bari,large,072006,315473,2021-07-06,2021-07-08,3,37.2,35.5,2021
Bari,large,072006,315473,2021-07-24,2021-07-31,8,42.2,38.4,2021
Bari,large,072006,315473,2021-08-02,2021-08-04,3,38.9,37.9,2021
Bari,large,072006,315473,2021-08-07,2021-08-16,10,40.5,35.5,2021
Bari,large,072006,315473,2021-09-14,2021-09-16,3,34.1,32.6,2021
Bari,large,072006,315473,2021-10-03,2021-10-05,3,30.5,29.0,2021
Bari,large,072006,315473,2022-05-23,2022-05-25,3,33.4,31.4,2022
Bari,large,072006,315473,2022-06-01,2022-06-06,6,34.1,31.6,2022
Bari,large,072006,315473,2022-06-19,2022-06-23,5,33.9,32.4,2022
Bari,large,072006,315473,2022-06-25,2022-06-28,4,40.8,36.7,2022
Bari,large,072006,315473,2022-06-30,2022-07-04,5,36.9,34.3,2022
Bari,large,072006,315473,2022-07-21,2022-07-26,6,35.7,35.0,2022
Bari,large,072006,315473,2022-09-06,2022-09-09,4,34.1,32.3,2022
Bari,large,072006,315473,2022-09-13,2022-09-16,4,33.4,32.6,2022
Bari,large,072006,315473,2023-07-10,2023-07-25,16,45.2,37.3,2023
Bari,large,072006,315473,2023-08-01,2023-08-03,3,36.2,34.6,2023
Bari,large,072006,315473,2023-08-20,2023-08-28,9,37.6,33.7,2023
Bari,large,072006,315473,2023-09-17,2023-09-22,6,36.1,33.1,2023
Bari,large,072006,315473,2024-05-29,2024-06-01,4,30.4,29.1,2024
Bari,large,072006,315473,2024-06-06,2024-06-12,7,36.8,32.1,2024
Bari,large,072006,315473,2024-06-17,2024-06-22,6,35.9,33.6,2024
Bari,large,072006,315473,2024-07-08,2024-07-19,12,37.1,35.5,2024
Bari,large,072006,315473,2024-07-26,2024-07-28,3,34.7,33.8,2024
Bari,large,072006,315473,2024-07-31,2024-08-02,3,35.8,35.0,2024
Bari,large,072006,315473,2024-08-09,2024-08-17,9,36.1,34.7,2024
Bari,large,072006,315473,2024-08-22,2024-09-02,12,33.2,32.1,2024
Bari,large,072006,315473,2024-09-04,2024-09-08,5,33.0,32.1,2024
Bari,large,072006,315473,2024-09-25,2024-09-27,3,32.2,30.9,2024
Bari,large,072006,315473,2024-10-01,2024-10-03,3,30.6,29.2,2024
Bari,large,072006,315473,2024-10-07,2024-10-09,3,30.0,29.0,2024
Bari,large,072006,315473,2025-05-31,2025-06-08,9,37.4,32.0,2025
Bari,large,072006,315473,2025-06-10,2025-06-15,6,35.0,31.5,2025
Bari,large,072006,315473,2025-06-23,2025-06-26,4,35.2,34.7,2025
Bari,large,072006,315473,2025-06-29,2025-07-07,9,36.9,34.6,2025
Bari,large,072006,315473,2025-07-18,2025-07-25,8,37.8,34.9,2025
Bari,large,072006,315473,2025-08-10,2025-08-14,5,34.1,33.2,2025
Bari,large,072006,315473,2025-08-27,2025-08-29,3,36.6,34.6,2025
Bari,large,072006,315473,2025-09-20,2025-09-23,4,32.3,31.6,2025
Triggiano,medium,072046,25847,1982-06-22,1982-06-25,4,36.3,33.7,1982
Triggiano,medium,072046,25847,1987-07-23,1987-07-25,3,36.8,34.4,1987
Triggiano,medium,072046,25847,1987-09-25,1987-09-27,3,32.2,31.5,1987
Triggiano,medium,072046,25847,1994-05-22,1994-05-24,3,31.2,29.6,1994
Triggiano,medium,072046,25847,2000-07-02,2000-07-04,3,34.3,33.1,2000
Triggiano,medium,072046,25847,2000-08-20,2000-08-23,4,34.2,32.7,2000
Triggiano,medium,072046,25847,2003-08-28,2003-08-30,3,32.6,32.2,2003
Triggiano,medium,072046,25847,2007-07-21,2007-07-23,3,38.0,35.3,2007
Triggiano,medium,072046,25847,2007-08-28,2007-08-30,3,35.9,33.8,2007
Triggiano,medium,072046,25847,2008-09-04,2008-09-07,4,33.1,31.7,2008
Triggiano,medium,072046,25847,2012-08-04,2012-08-06,3,34.1,33.7,2012
Triggiano,medium,072046,25847,2012-08-21,2012-08-25,5,33.0,32.6,2012
Triggiano,medium,072046,25847,2012-09-26,2012-09-28,3,30.7,30.2,2012
Triggiano,medium,072046,25847,2015-09-13,2015-09-18,6,32.9,31.4,2015
Triggiano,medium,072046,25847,2017-06-04,2017-06-06,3,30.0,29.4,2017
Triggiano,medium,072046,25847,2017-06-12,2017-06-14,3,32.6,30.7,2017
Triggiano,medium,072046,25847,2017-06-21,2017-06-24,4,36.4,33.9,2017
Triggiano,medium,072046,25847,2017-06-26,2017-06-29,4,36.1,35.6,2017
Triggiano,medium,072046,25847,2017-07-06,2017-07-12,7,38.2,35.3,2017
Triggiano,medium,072046,25847,2017-07-20,2017-07-23,4,38.0,35.7,2017
Triggiano,medium,072046,25847,2017-07-28,2017-08-10,14,40.2,36.3,2017
Triggiano,medium,072046,25847,2017-08-24,2017-08-27,4,33.2,32.8,2017
Triggiano,medium,072046,25847,2017-08-30,2017-09-01,3,34.0,33.3,2017
Triggiano,medium,072046,25847,2018-05-29,2018-06-04,7,31.2,29.1,2018
Triggiano,medium,072046,25847,2018-08-07,2018-08-10,4,34.0,33.6,2018
Triggiano,medium,072046,25847,2018-09-21,2018-09-23,3,30.4,29.8,2018
Triggiano,medium,072046,25847,2019-06-05,2019-06-16,12,35.7,32.1,2019
Triggiano,medium,072046,25847,2019-06-19,2019-06-21,3,34.2,32.9,2019
Triggiano,medium,072046,25847,2019-06-30,2019-07-03,4,33.6,32.8,2019
Triggiano,medium,072046,25847,2019-07-05,2019-07-09,5,35.5,33.9,2019
Triggiano,medium,072046,25847,2019-07-25,2019-07-27,3,34.3,33.9,2019
Triggiano,medium,072046,25847,2019-08-05,2019-08-07,3,36.4,35.4,2019
Triggiano,medium,072046,25847,2019-08-09,2019-08-12,4,35.2,34.2,2019
Triggiano,medium,072046,25847,2019-08-18,2019-08-20,3,33.8,32.8,2019
Triggiano,medium,072046,25847,2020-06-28,2020-07-02,5,35.0,33.8,2020
Triggiano,medium,072046,25847,2020-07-28,2020-07-31,4,36.0,35.0,2020
Triggiano,medium,072046,25847,2020-08-11,2020-08-17,7,35.9,33.6,2020
Triggiano,medium,072046,25847,2020-08-20,2020-08-22,3,34.4,33.4,2020
Triggiano,medium,072046,25847,2020-08-26,2020-08-30,5,36.0,34.3,2020
Triggiano,medium,072046,25847,2020-09-20,2020-09-22,3,30.4,29.7,2020
Triggiano,medium,072046,25847,2020-10-01,2020-10-04,4,29.0,28.6,2020
Triggiano,medium,072046,25847,2021-05-21,2021-05-23,3,33.4,31.1,2021
Triggiano,medium,072046,25847,2021-06-17,2021-06-29,13,40.9,35.0,2021
Triggiano,medium,072046,25847,2021-07-06,2021-07-08,3,38.3,36.6,2021
Triggiano,medium,072046,25847,2021-07-10,2021-07-13,4,38.9,34.3,2021
Triggiano,medium,072046,25847,2021-07-24,2021-08-04,12,42.6,38.0,2021
Triggiano,medium,072046,25847,2021-08-06,2021-08-16,11,39.3,35.3,2021
Triggiano,medium,072046,25847,2021-09-14,2021-09-16,3,34.4,32.8,2021
Triggiano,medium,072046,25847,2022-05-20,2022-05-27,8,34.5,30.8,2022
Triggiano,medium,072046,25847,2022-06-01,2022-06-06,6,34.4,32.3,2022
Triggiano,medium,072046,25847,2022-06-19,2022-07-05,17,40.8,34.4,2022
Triggiano,medium,072046,25847,2022-07-14,2022-07-16,3,36.0,34.6,2022
Triggiano,medium,072046,25847,2022-07-20,2022-07-26,7,36.4,35.5,2022
Triggiano,medium,072046,25847,2022-08-04,2022-08-06,3,34.2,33.7,2022
Triggiano,medium,072046,25847,2022-09-06,2022-09-09,4,33.5,32.4,2022
Triggiano,medium,072046,25847,2022-09-13,2022-09-16,4,33.6,32.3,2022
Triggiano,medium,072046,25847,2023-06-20,2023-06-22,3,38.8,33.6,2023
Triggiano,medium,072046,25847,2023-07-10,2023-07-25,16,44.4,37.3,2023
Triggiano,medium,072046,25847,2023-08-01,2023-08-03,3,36.0,34.5,2023
Triggiano,medium,072046,25847,2023-08-20,2023-08-27,8,37.2,33.7,2023
Triggiano,medium,072046,25847,2023-09-17,2023-09-22,6,35.6,32.8,2023
Triggiano,medium,072046,25847,2024-06-06,2024-06-12,7,36.8,32.3,2024
Triggiano,medium,072046,25847,2024-06-17,2024-06-22,6,36.2,33.8,2024
Triggiano,medium,072046,25847,2024-07-05,2024-07-19,15,37.2,35.0,2024
Triggiano,medium,072046,25847,2024-07-26,2024-07-28,3,34.6,33.9,2024
Triggiano,medium,072046,25847,2024-07-31,2024-08-02,3,36.2,35.2,2024
Triggiano,medium,072046,25847,2024-08-09,2024-08-17,9,35.4,34.6,2024
Triggiano,medium,072046,25847,2024-08-22,2024-09-02,12,33.3,32.1,2024
Triggiano,medium,072046,25847,2024-09-04,2024-09-07,4,33.0,31.9,2024
Triggiano,medium,072046,25847,2024-09-25,2024-09-27,3,32.2,31.0,2024
Triggiano,medium,072046,25847,2025-05-31,2025-06-08,9,38.2,32.5,2025
Triggiano,medium,072046,25847,2025-06-10,2025-06-15,6,34.6,31.4,2025
Triggiano,medium,072046,25847,2025-06-23,2025-06-27,5,35.1,34.1,2025
Triggiano,medium,072046,25847,2025-06-29,2025-07-07,9,37.3,34.7,2025
Triggiano,medium,072046,25847,2025-07-18,2025-07-25,8,39.3,35.4,2025
Triggiano,medium,072046,25847,2025-08-10,2025-08-14,5,34.0,33.1,2025
Triggiano,medium,072046,25847,2025-09-20,2025-09-23,4,32.1,31.3,2025
Valenzano,small,072048,17339,1982-06-22,1982-06-25,4,36.2,33.5,1982
Valenzano,small,072048,17339,1987-07-23,1987-07-25,3,36.7,34.2,1987
Valenzano,small,072048,17339,1987-09-25,1987-09-27,3,32.0,31.4,1987
Valenzano,small,072048,17339,1994-05-22,1994-05-24,3,31.1,29.5,1994
Valenzano,small,072048,17339,2000-07-02,2000-07-04,3,34.2,33.0,2000
Valenzano,small,072048,17339,2000-08-20,2000-08-23,4,34.0,32.5,2000
Valenzano,small,072048,17339,2003-08-28,2003-08-30,3,32.4,32.0,2003
Valenzano,small,072048,17339,2007-07-21,2007-07-23,3,37.8,35.2,2007
Valenzano,small,072048,17339,2007-08-28,2007-08-30,3,35.7,33.6,2007
Valenzano,small,072048,17339,2008-09-04,2008-09-07,4,33.0,31.6,2008
Valenzano,small,072048,17339,2012-08-04,2012-08-06,3,34.0,33.5,2012
Valenzano,small,072048,17339,2012-08-21,2012-08-25,5,32.8,32.4,2012
Valenzano,small,072048,17339,2012-09-26,2012-09-28,3,30.5,30.0,2012
Valenzano,small,072048,17339,2015-09-13,2015-09-18,6,32.7,31.3,2015
Valenzano,small,072048,17339,2017-06-22,2017-06-24,3,35.9,33.5,2017
Valenzano,small,072048,17339,2017-06-26,2017-06-29,4,35.6,34.6,2017
Valenzano,small,072048,17339,2017-07-06,2017-07-12,7,37.2,34.0,2017
Valenzano,small,072048,17339,2017-07-29,2017-08-05,8,38.3,35.3,2017
Valenzano,small,072048,17339,2017-08-07,2017-08-10,4,38.2,36.2,2017
Valenzano,small,072048,17339,2017-08-30,2017-09-01,3,32.8,32.1,2017
Valenzano,small,072048,17339,2018-06-02,2018-06-04,3,30.2,29.0,2018
Valenzano,small,072048,17339,2019-06-06,2019-06-11,6,34.8,31.6,2019
Valenzano,small,072048,17339,2019-06-13,2019-06-15,3,34.7,31.8,2019
Valenzano,small,072048,17339,2019-06-19,2019-06-21,3,33.0,31.8,2019
Valenzano,small,072048,17339,2019-07-01,2019-07-03,3,33.2,32.3,2019
Valenzano,small,072048,17339,2019-07-05,2019-07-09,5,35.0,33.2,2019
Valenzano,small,072048,17339,2019-08-05,2019-08-07,3,35.6,34.6,2019
Valenzano,small,072048,17339,2019-08-10,2019-08-12,3,34.3,33.9,2019
Valenzano,small,072048,17339,2020-05-12,2020-05-14,3,32.4,30.1,2020
Valenzano,small,072048,17339,2020-06-28,2020-07-02,5,33.6,32.6,2020
Valenzano,small,072048,17339,2020-07-28,2020-07-31,4,35.0,34.2,2020
Valenzano,small,072048,17339,2020-08-27,2020-08-30,4,37.0,35.0,2020
Valenzano,small,072048,17339,2021-05-21,2021-05-23,3,33.4,30.7,2021
Valenzano,small,072048,17339,2021-06-17,2021-06-24,8,38.7,34.3,2021
Valenzano,small,072048,17339,2021-06-27,2021-06-29,3,35.9,34.5,2021
Valenzano,small,072048,17339,2021-07-06,2021-07-08,3,37.0,35.2,2021
Valenzano,small,072048,17339,2021-07-24,2021-07-31,8,42.0,38.1,2021
Valenzano,small,072048,17339,2021-08-02,2021-08-04,3,38.6,37.6,2021
Valenzano,small,072048,17339,2021-08-07,2021-08-16,10,40.2,35.2,2021
Valenzano,small,072048,17339,2021-09-14,2021-09-16,3,33.8,32.3,2021
Valenzano,small,072048,17339,2022-05-23,2022-05-25,3,33.2,31.1,2022
Valenzano,small,072048,17339,2022-06-01,2022-06-06,6,33.8,31.3,2022
Valenzano,small,072048,17339,2022-06-19,2022-06-23,5,33.6,32.1,2022
Valenzano,small,072048,17339,2022-06-25,2022-06-28,4,40.6,36.4,2022
Valenzano,small,072048,17339,2022-06-30,2022-07-04,5,36.6,34.0,2022
Valenzano,small,072048,17339,2022-07-21,2022-07-26,6,35.4,34.7,2022
Valenzano,small,072048,17339,2022-09-06,2022-09-09,4,33.8,32.0,2022
Valenzano,small,072048,17339,2022-09-13,2022-09-16,4,33.2,32.3,2022
Valenzano,small,072048,17339,2023-07-10,2023-07-25,16,44.9,37.0,2023
Valenzano,small,072048,17339,2023-08-01,2023-08-03,3,36.0,34.3,2023
Valenzano,small,072048,17339,2023-08-20,2023-08-28,9,37.4,33.4,2023
Valenzano,small,072048,17339,2023-09-17,2023-09-22,6,35.8,32.8,2023
Valenzano,small,072048,17339,2024-05-30,2024-06-01,3,30.2,29.1,2024
Valenzano,small,072048,17339,2024-06-06,2024-06-12,7,36.5,31.8,2024
Valenzano,small,072048,17339,2024-06-17,2024-06-22,6,35.6,33.4,2024
Valenzano,small,072048,17339,2024-07-08,2024-07-19,12,36.8,35.2,2024
Valenzano,small,072048,17339,2024-07-26,2024-07-28,3,34.4,33.5,2024
Valenzano,small,072048,17339,2024-07-31,2024-08-02,3,35.5,34.7,2024
Valenzano,small,072048,17339,2024-08-09,2024-08-17,9,35.8,34.4,2024
Valenzano,small,072048,17339,2024-08-22,2024-09-02,12,32.9,31.8,2024
Valenzano,small,072048,17339,2024-09-04,2024-09-08,5,32.8,31.8,2024
Valenzano,small,072048,17339,2024-09-25,2024-09-27,3,32.0,30.6,2024
Valenzano,small,072048,17339,2024-10-01,2024-10-03,3,30.3,28.9,2024
Valenzano,small,072048,17339,2025-05-31,2025-06-08,9,37.2,31.8,2025
Valenzano,small,072048,17339,2025-06-10,2025-06-15,6,34.7,31.2,2025
Valenzano,small,072048,17339,2025-06-23,2025-06-27,5,35.0,33.8,2025
Valenzano,small,072048,17339,2025-06-29,2025-07-07,9,36.6,34.3,2025
Valenzano,small,072048,17339,2025-07-18,2025-07-25,8,37.5,34.7,2025
Valenzano,small,072048,17339,2025-08-10,2025-08-14,5,33.8,32.9,2025
Valenzano,small,072048,17339,2025-08-27,2025-08-29,3,36.4,34.3,2025
Valenzano,small,072048,17339,2025-09-20,2025-09-23,4,32.0,31.3,2025
Binetto,rural,072008,2128,1982-06-22,1982-06-25,4,40.0,37.5,1982
Binetto,rural,072008,2128,1987-09-25,1987-09-27,3,32.9,32.4,1987
Binetto,rural,072008,2128,1994-05-22,1994-05-24,3,32.8,31.9,1994
Binetto,rural,072008,2128,1997-06-16,1997-06-18,3,34.0,33.4,1997
Binetto,rural,072008,2128,1999-08-07,1999-08-10,4,38.1,36.2,1999
Binetto,rural,072008,2128,2000-07-02,2000-07-04,3,39.0,37.6,2000
Binetto,rural,072008,2128,2000-08-20,2000-08-23,4,38.2,36.4,2000
Binetto,rural,072008,2128,2007-07-21,2007-07-23,3,40.6,38.9,2007
Binetto,rural,072008,2128,2007-08-28,2007-08-30,3,38.6,36.8,2007
Binetto,rural,072008,2128,2008-05-25,2008-05-28,4,31.6,30.5,2008
Binetto,rural,072008,2128,2008-09-04,2008-09-07,4,35.9,34.4,2008
Binetto,rural,072008,2128,2009-05-22,2009-05-26,5,31.5,30.2,2009
Binetto,rural,072008,2128,2011-08-24,2011-08-26,3,35.6,34.9,2011
Binetto,rural,072008,2128,2012-06-07,2012-06-09,3,34.3,32.5,2012
