city,population,lat,lon,bundesland
Wardenburg,16518,53.061666666,8.196666666,Niedersachsen
Visbek,10116,52.833333333,8.316666666,Niedersachsen
Brietlingen,3525,53.333333333,10.45,Niedersachsen
Itterbeck,1720,52.506388888,6.802777777,Niedersachsen
Uelsen,5830,52.5,6.866666666,Niedersachsen
Schwarmstedt,6032,52.68,9.6254,Niedersachsen
Danndorf,2581,52.429722222,10.916666666,Niedersachsen
Sandstedt,728,53.361,8.517013888,Niedersachsen
Prinzhöfte,626,52.95,8.566666666,Niedersachsen
Veltheim,1005,52.219722222,10.684444444,Niedersachsen
Seulingen,1319,51.549722222,10.166666666,Niedersachsen
Dornum,4563,53.65,7.416666666,Niedersachsen
Ummern,1544,52.583333333,10.433333333,Niedersachsen
Gorleben,630,53.048055555,11.355555555,Niedersachsen
Süpplingenburg,646,52.25,10.916666666,Niedersachsen
Driftsethe,709,53.378983333,8.619080555,Niedersachsen
Uetze,20392,52.466111111,10.203888888,Niedersachsen
Thomasburg,1363,53.233333333,10.666666666,Niedersachsen
Undeloh,1016,53.196111111,9.983333333,Niedersachsen
Lauenau,4341,52.266666666,9.366666666,Niedersachsen
Melbeck,3505,53.18,10.4,Niedersachsen
Großenkneten,16160,52.95,8.266666666,Niedersachsen
Lengede,14433,52.20487,10.30775,Niedersachsen
Herzlake,4944,52.684722,7.606389,Niedersachsen
Dünsen,1220,52.927777777,8.641944444,Niedersachsen
Brinkum,820,53.266666666,7.566666666,Niedersachsen
Jameln,1096,53.042222222,11.078611111,Niedersachsen
Vastorf,836,53.2,10.55,Niedersachsen
Rastdorf,1072,52.9,7.7,Niedersachsen
Linsburg,998,52.593055555,9.303333333,Niedersachsen
Jerxheim,1087,52.0843,10.900199722,Niedersachsen
Drage,4352,53.416666666,10.266666666,Niedersachsen
Leiferde,4383,52.438888888,10.438611111,Niedersachsen
Reppenstedt,7658,53.25,10.353055555,Niedersachsen
Heere,1065,52.066666666,10.25,Niedersachsen
Klein Berßen,1169,52.766666666,7.45,Niedersachsen
Seggebruch,1723,52.302222222,9.094166666,Niedersachsen
Bawinkel,2723,52.6,7.409166666,Niedersachsen
Sickte,6110,52.215555555,10.637777777,Niedersachsen
Essen,9083,52.721111111,7.940555555,Niedersachsen
Nordleda,1004,53.763688888,8.834838888,Niedersachsen
Berumbur,2743,53.6,7.316666666,Niedersachsen
Misselwarden,416,53.673825,8.516736111,Niedersachsen
Messenkamp,722,52.260555555,9.381111111,Niedersachsen
Garlstorf,1179,53.216666666,10.083333333,Niedersachsen
Salzhausen,4943,53.216666666,10.166666666,Niedersachsen
Dunum,1086,53.6,7.65,Niedersachsen
Wendeburg,10482,52.316666666,10.4,Niedersachsen
Wollershausen,465,51.6,10.25,Niedersachsen
Hassel,1839,52.805277777,9.199166666,Niedersachsen
Betzendorf,1098,53.133055555,10.316666666,Niedersachsen
Colnrade,797,52.823266666,8.477386111,Niedersachsen
Flögeln,626,53.663380555,8.806280555,Niedersachsen
Lütetsburg,740,53.6,7.25,Niedersachsen
Dedelstorf,1179,52.7,10.5,Niedersachsen
Frellstedt,837,52.216666666,10.916666666,Niedersachsen
Gleichen,8693,51.461944444,10.038888888,Niedersachsen
Cappeln,7461,52.812222222,8.114444444,Niedersachsen
Drestedt,846,53.333055555,9.766666666,Niedersachsen
Menslage,2511,52.683333333,7.816666666,Niedersachsen
Haste,2781,52.380833333,9.390555555,Niedersachsen
Gevensleben,612,52.075833,10.822222,Niedersachsen
Lastrup,7660,52.7957,7.8669,Niedersachsen
Barßel,13706,53.170277777,7.746666666,Niedersachsen
Gartow,1516,53.023888888,11.4575,Niedersachsen
Hankensbüttel,4530,52.733055555,10.599722222,Niedersachsen
Badbergen,4761,52.635,7.982222222,Niedersachsen
Velpke,4999,52.40797,10.93637,Niedersachsen
Bösel,8965,53.005833333,7.954166666,Niedersachsen
Stöckse,1266,52.635833333,9.338611111,Niedersachsen
Damnatz,313,53.13647,11.17687,Niedersachsen
Handorf,2170,53.35,10.333333333,Niedersachsen
Alfhausen,4267,52.501944444,7.951388888,Niedersachsen
Rhauderfehn,18620,53.166666666,7.55,Niedersachsen
Bakum,6811,52.742777777,8.195833333,Niedersachsen
Weste,951,53.066666666,10.7,Niedersachsen
Emstek,12545,52.816666666,8.15,Niedersachsen
Karwitz,773,53.083055555,11.016666666,Niedersachsen
Hagenburg,4564,52.433611111,9.326944444,Niedersachsen
Bergfeld,881,52.544,10.84505,Niedersachsen
Stolzenau,7693,52.516666666,9.066666666,Niedersachsen
Pollhagen,1063,52.376666666,9.188055555,Niedersachsen
Vierhöfen,920,53.266666666,10.216666666,Niedersachsen
Hambergen,5706,53.3071,8.8264,Niedersachsen
Eime,2570,52.074655555,9.723233333,Niedersachsen
Prezelle,429,52.966666666,11.4,Niedersachsen
Wettrup,545,52.587778,7.5975,Niedersachsen
Westoverledingen,21740,53.15,7.466666666,Niedersachsen
Uplengen,12119,53.305137,7.750133,Niedersachsen
Ohrum,602,52.121111111,10.564444444,Niedersachsen
Ritterhude,14942,53.1861,8.758,Niedersachsen
Wölpinghausen,1600,52.420833333,9.238055555,Niedersachsen
Bevern,3865,51.857155512,9.496116161,Niedersachsen
Eyendorf,1178,53.2,10.15,Niedersachsen
Marxen,1440,53.316666666,10.016666666,Niedersachsen
Moormerland,24088,53.319722222,7.422777777,Niedersachsen
Edemissen,12522,52.385556,10.260556,Niedersachsen
Börßum,2881,52.066666666,10.566666666,Niedersachsen
Römstedt,801,53.1,10.65,Niedersachsen
Lübbow,829,52.916666666,11.183055555,Niedersachsen
Lehre,12029,52.316666666,10.666666666,Niedersachsen
Jelmstorf,758,53.102222222,10.524722222,Niedersachsen
Gusborn,1272,53.083055555,11.216666666,Niedersachsen
Kalefeld,6025,51.798055555,10.035,Niedersachsen
Grasleben,2455,52.316666666,11.016666666,Niedersachsen
Wahrenholz,3728,52.616666666,10.599722222,Niedersachsen
Rieste,3701,52.483333333,8.016666666,Niedersachsen
Staufenberg,7710,51.35,9.599722222,Niedersachsen
Lindern,5060,52.845,7.778055555,Niedersachsen
Getelo,499,52.468080555,6.843561111,Niedersachsen
Himbergen,1674,53.09418,10.72909,Niedersachsen
Harpstedt,4791,52.9,8.583333333,Niedersachsen
Waddeweitz,896,53.0,10.966666666,Niedersachsen
Baddeckenstedt,3153,52.084722222,10.232777777,Niedersachsen
Garrel,15867,52.958055555,8.025277777,Niedersachsen
Hahausen,771,51.95,10.2175,Niedersachsen
Vrees,1916,52.885277777,7.770555555,Niedersachsen
Brome,3311,52.6,10.95,Niedersachsen
Tappenbeck,1608,52.470556,10.741389,Niedersachsen
Osloß,2121,52.46925,10.68011,Niedersachsen
Ebstorf,5416,53.03,10.414722222,Niedersachsen
Halvesbostel,770,53.35,9.599722222,Niedersachsen
Walkenried,4407,51.586944444,10.618888888,Niedersachsen
Krummhörn,11723,53.433333333,7.083333333,Niedersachsen
Emsbüren,10735,52.3925,7.291388888,Niedersachsen
Meerbeck,1848,52.341111111,9.15,Niedersachsen
Kneitlingen,784,52.17477,10.76197,Niedersachsen
Ostrhauderfehn,11811,53.139444,7.616944,Niedersachsen
Molbergen,9567,52.866666666,7.933333333,Niedersachsen
Kluse,1834,52.933333,7.342778,Niedersachsen
Dötlingen,6524,52.936111111,8.380555555,Niedersachsen
Kakenstorf,1543,53.316666666,9.766666666,Niedersachsen
Oetzen,1160,53.016666666,10.683333333,Niedersachsen
Uthlede,962,53.314438888,8.581791666,Niedersachsen
Rohrsen,1115,52.71,9.232222222,Niedersachsen
Reinstorf,1283,53.234444444,10.569444444,Niedersachsen
Jesteburg,7995,53.307777777,9.954166666,Niedersachsen
Jemgum,3624,53.265833333,7.385,Niedersachsen
Hatten,14688,53.018388,8.349977,Niedersachsen
Heiningen,674,52.070833,10.557222,Niedersachsen
Schladen,5041,52.0194,10.5467,Niedersachsen
Esterwegen,5596,52.991944444,7.633611111,Niedersachsen
Embsen,2830,53.183333333,10.35,Niedersachsen
Schwerinsdorf,700,53.316666666,7.683333333,Niedersachsen
Spahnharrenstätte,1585,52.866666666,7.583333333,Niedersachsen
Frankenfeld,509,52.766666666,9.416666666,Niedersachsen
Söllingen,1560,52.083055555,10.933055555,Niedersachsen
Lahn,887,52.816666666,7.616666666,Niedersachsen
Luckau (Wendland),594,52.933333333,11.05,Niedersachsen
Schapen,2496,52.383333333,7.566666666,Niedersachsen
Ribbesbüttel,2155,52.433055555,10.516666666,Niedersachsen
Steinau,797,53.683333333,8.883333333,Niedersachsen
Utarp,643,53.609167,7.482778,Niedersachsen
Sprakensehl,1193,52.766666666,10.5,Niedersachsen
Holtgast,1848,53.6298,7.575069444,Niedersachsen
Wulfsen,1718,53.3,10.15,Niedersachsen
Schönewörde,897,52.633055555,10.633055555,Niedersachsen
Sustrum,1417,52.916666666,7.266666666,Niedersachsen
Friedland,14544,51.416666666,9.933333333,Niedersachsen
Hedeper,476,52.066666666,10.683333333,Niedersachsen
Spelle,10178,52.366666666,7.466666666,Niedersachsen
Ochtersum,917,53.6,7.516666666,Niedersachsen
Neuschoo,1213,53.566666666,7.5,Niedersachsen
Moorweg,869,53.591944444,7.585,Niedersachsen
Laar,2091,52.616666666,6.733055555,Niedersachsen
Südheide,11683,52.8333,10.15,Niedersachsen
Welle,1232,53.2341,9.8049,Niedersachsen
Wistedt,1765,53.266666666,9.683055555,Niedersachsen
Nordsehl,677,52.355555555,9.182222222,Niedersachsen
Hanstedt,6197,53.266666666,10.016666666,Niedersachsen
Wolsdorf,928,52.2,10.949722222,Niedersachsen
Hademstorf,848,52.716666666,9.633055555,Niedersachsen
Langendorf,708,53.1,11.25,Niedersachsen
Remlingen-Semmenstedt,2379,52.11666667,10.66666667,Niedersachsen
Grethem,652,52.724259,9.579109,Niedersachsen
Rehlingen,754,53.1,10.21666667,Niedersachsen
Soderstorf,1457,53.141666666,10.15,Niedersachsen
Heeßen,1422,52.234444444,9.106666666,Niedersachsen
Beckedorf,1439,52.344166666,9.316666666,Niedersachsen
Buchholz,739,52.226111111,9.123611111,Niedersachsen
Oldendorf (Luhe),1069,53.149722222,10.216666666,Niedersachsen
Elbingerode,430,51.659166666,10.279166666,Niedersachsen
Kranenburg,789,53.6,9.2,Niedersachsen
Lübberstedt,691,53.334733333,8.805933333,Niedersachsen
Lemwerder,7125,53.166666666,8.616666666,Niedersachsen
Halbemond,945,53.566666666,7.266666666,Niedersachsen
Erkerode,845,52.216666666,10.7,Niedersachsen
Hattorf am Harz,3968,51.651388888,10.236944444,Niedersachsen
Wasbüttel,1806,52.411388888,10.593055555,Niedersachsen
Lehe,1021,53.003333333,7.330277777,Niedersachsen
Hörden am Harz,931,51.670833333,10.285277777,Niedersachsen
Tülau,1507,52.583055555,10.866666666,Niedersachsen
Hage,6534,53.6,7.283333333,Niedersachsen
Hagermarsch,404,53.633333333,7.283333333,Niedersachsen
Wulften am Harz,1809,51.662777777,10.176666666,Niedersachsen
Grafhorst,1170,52.443333,10.948333,Niedersachsen
Gielde,792,52.033055555,10.5,Niedersachsen
Wendisch Evern,1815,53.216666666,10.466666666,Niedersachsen
Soltendieck,1030,52.872777777,10.761666666,Niedersachsen
Hasbergen,11018,52.243055555,7.955833333,Niedersachsen
Gersten,1216,52.583333333,7.516666666,Niedersachsen
Handrup,807,52.56456,7.57679,Niedersachsen
Dersum,1496,52.960277777,7.275555555,Niedersachsen
Hechthausen,3570,53.6423,9.23529,Niedersachsen
Wittmar,1108,52.129722,10.64,Niedersachsen
Lengerich,2858,52.553333333,7.5325,Niedersachsen
Dorum,3961,53.689111111,8.570088888,Niedersachsen
Nienstädt,4464,52.289166666,9.168611111,Niedersachsen
Pohle,891,52.263888888,9.34,Niedersachsen
Berge,3609,52.616666666,7.716666666,Niedersachsen
Grasberg,8088,53.183333333,8.983333333,Niedersachsen
Wallmoden,913,52.021111111,10.305555555,Niedersachsen
Renkenberge,680,52.899722222,7.383055555,Niedersachsen
Haßbergen,1687,52.733333333,9.233333333,Niedersachsen
Mariental,959,52.277064,10.982109,Niedersachsen
Ehra-Lessien,2102,52.568791,10.787547,Niedersachsen
Krebeck,1026,51.587777777,10.120277777,Niedersachsen
Süpplingen,1766,52.226944,10.905,Niedersachsen
Böhme,943,52.783055555,9.466666666,Niedersachsen
Flöthe,1098,52.083055555,10.483055555,Niedersachsen
Giesen,9747,52.2,9.883333333,Niedersachsen
Ovelgönne,5420,53.35,8.4,Niedersachsen
Lüdersfeld,1101,52.358333333,9.250833333,Niedersachsen
Auhagen,1293,52.397777777,9.296944444,Niedersachsen
Schwanewede,20599,53.233722222,8.595694444,Niedersachsen
Auetal,6217,52.233888888,9.237222222,Niedersachsen
Stadland,7514,53.424722222,8.374166666,Niedersachsen
Regesbostel,1075,53.381,9.6477,Niedersachsen
Müden (Aller),5338,52.533333333,10.366666666,Niedersachsen
Cramme,809,52.113055555,10.445555555,Niedersachsen
Wippingen,1000,52.916666666,7.416666666,Niedersachsen
Steimbke,2420,52.662222222,9.404166666,Niedersachsen
Breddenberg,846,52.954722,7.606944,Niedersachsen
Rhede,4600,53.061388888,7.273888888,Niedersachsen
Hilkenbrook,794,52.983055555,7.7,Niedersachsen
Surwold,4353,52.972222222,7.522222222,Niedersachsen
Elbe,1529,52.083055555,10.283055555,Niedersachsen
Winnigstedt,700,52.064816666,10.766258333,Niedersachsen
Suthfeld,1476,52.366666666,9.4,Niedersachsen
Hüven,543,52.786111111,7.551666666,Niedersachsen
Echem,1084,53.337222,10.536944,Niedersachsen
Twist,9751,52.647219444,7.094788888,Niedersachsen
Dahlem,643,53.203702777,10.748041666,Niedersachsen
Wrestedt,6456,52.9,10.583333333,Niedersachsen
Rosche,2014,52.983333333,10.75,Niedersachsen
Steinfeld,10509,52.58712,8.21736,Niedersachsen
Wriedel,2287,53.033333333,10.316666666,Niedersachsen
Schwienau,680,53.005291,10.445514,Niedersachsen
Steinhorst,1254,52.683055555,10.4,Niedersachsen
Stavern,1079,52.783333333,7.416666666,Niedersachsen
Schellerten,7901,52.1875,10.101389,Niedersachsen
Dohren,1179,52.633333333,7.566666666,Niedersachsen
Suhlendorf,2377,52.933333333,10.766666666,Niedersachsen
Filsum,2199,53.233333333,7.633333333,Niedersachsen
Nortmoor,1817,53.233333333,7.566666666,Niedersachsen
Barum,781,53.050277777,10.516111111,Niedersachsen
Eimke,844,52.966666666,10.316666666,Niedersachsen
Emmendorf,733,53.016666666,10.566666666,Niedersachsen
Otter,1813,53.233333333,9.733333333,Niedersachsen
Sögel,8422,52.85,7.516666666,Niedersachsen
Clenze,2247,52.935833333,10.955833333,Niedersachsen
Bergen an der Dumme,1419,52.883333333,10.966666666,Niedersachsen
Lüder,1234,52.816666666,10.666666666,Niedersachsen
Buchholz (Aller),2182,52.675833333,9.676111111,Niedersachsen
Neulehe,843,53.0,7.4,Niedersachsen
Gilten,1224,52.707222222,9.574722222,Niedersachsen
Groß Oesingen,2051,52.65,10.483333333,Niedersachsen
Schweindorf,738,53.6002,7.473111111,Niedersachsen
Eggermühlen,1862,52.566666666,7.816666666,Niedersachsen
Handeloh,2521,53.25,9.816666666,Niedersachsen
Hude,16303,53.111111111,8.4625,Niedersachsen
Jade,5977,53.344444444,8.240277777,Niedersachsen
Bühren,538,51.483055555,9.683055555,Niedersachsen
Schnega,1293,52.883055555,10.883055555,Niedersachsen
Schladen-Werla,8638,52.0333,10.5667,Niedersachsen
Westerholt,2722,53.592222222,7.459166666,Niedersachsen
Winkelsett,508,52.872777777,8.530555555,Niedersachsen
Nortrup,3039,52.6,7.883333333,Niedersachsen
Woltersdorf,892,52.95,11.216666666,Niedersachsen
Bomlitz,6955,52.9,9.65,Niedersachsen
Werlaburgdorf,770,52.05,10.533333333,Niedersachsen
Laboe,5572,54.408888888,10.230833333,Schleswig-Holstein
Osterhever,207,54.383333333,8.783333333,Schleswig-Holstein
Ammersbek,10035,53.701944444,10.199444444,Schleswig-Holstein
Sterup,1407,54.73,9.7375,Schleswig-Holstein
Heide,22467,54.196111111,9.093333333,Schleswig-Holstein
Glückstadt,10987,53.791666666,9.421944444,Schleswig-Holstein
Tönning,4940,54.317222222,8.942777777,Schleswig-Holstein
Neustadt in Holstein,15749,54.107222222,10.815833333,Schleswig-Holstein
Kotzenbüll,183,54.334166666,8.910833333,Schleswig-Holstein
Rendsburg,30545,54.304444444,9.664444444,Schleswig-Holstein
Todesfelde,1144,53.883333333,10.166666666,Schleswig-Holstein
Mözen,435,53.916666666,10.25,Schleswig-Holstein
Giesensdorf,164,53.688611111,10.714166666,Schleswig-Holstein
Geesthacht,32763,53.4375,10.3675,Schleswig-Holstein
Sophienhamm,293,54.278819444,9.465280555,Schleswig-Holstein
Wahlstedt,10050,53.95,10.216666666,Schleswig-Holstein
Uetersen,18776,53.687222222,9.669166666,Schleswig-Holstein
Büsum,5078,54.133333333,8.85,Schleswig-Holstein
Hattstedt,2654,54.516666666,9.016666666,Schleswig-Holstein
Flensburg,99307,54.781944444,9.436666666,Schleswig-Holstein
Friedrichstadt,2544,54.376980555,9.0925,Schleswig-Holstein
Eutin,17296,54.137777777,10.618055555,Schleswig-Holstein
Fresendelf,84,54.395,9.249444444,Schleswig-Holstein
Altenkrempe,1157,54.133333333,10.833333333,Schleswig-Holstein
Krempe,2429,53.8333,9.483330555,Schleswig-Holstein
Brunsmark,146,53.616944444,10.749166666,Schleswig-Holstein
Oldenburg in Holstein,9983,54.292222222,10.886666666,Schleswig-Holstein
Neumünster,80185,54.071388888,9.99,Schleswig-Holstein
Niebüll,10159,54.788055555,8.829722222,Schleswig-Holstein
Poppenbüll,237,54.369166666,8.761388888,Schleswig-Holstein
Schenefeld,19817,53.602777777,9.823333333,Schleswig-Holstein
Witsum,42,54.698333333,8.441388888,Schleswig-Holstein
Alveslohe,2868,53.7833,9.916669444,Schleswig-Holstein
Ramstedt,432,54.401666666,9.17,Schleswig-Holstein
Hardebek,521,53.9882,9.8694,Schleswig-Holstein
Helgoland,1253,54.1825,7.885277777,Schleswig-Holstein
Itzehoe,32319,53.925,9.516388888,Schleswig-Holstein
Altenmoor,233,53.766666666,9.566666666,Schleswig-Holstein
Mildstedt,3925,54.465277777,9.095555555,Schleswig-Holstein
Dörphof,738,54.6177,9.9789,Schleswig-Holstein
Oldenswort,1327,54.372419444,8.94025,Schleswig-Holstein
Oevenum,462,54.711111111,8.530833333,Schleswig-Holstein
Zarpen,1466,53.870555555,10.518055555,Schleswig-Holstein
List auf Sylt,1680,55.020026,8.436182,Schleswig-Holstein
Mölln,19566,53.626944444,10.684722222,Schleswig-Holstein
Arnis,254,54.63,9.931388888,Schleswig-Holstein
Garding,2814,54.330555555,8.780555555,Schleswig-Holstein
Lübeck,219044,53.869722222,10.686388888,Schleswig-Holstein
Eckernförde,21620,54.474166666,9.837777777,Schleswig-Holstein
Trittau,9167,53.616666666,10.4,Schleswig-Holstein
Bad Segeberg,18891,53.936111111,10.309722222,Schleswig-Holstein
Nebel,978,54.653055555,8.355,Schleswig-Holstein
Altenholz,9927,54.4,10.133333333,Schleswig-Holstein
Preetz,16186,54.236666666,10.282222222,Schleswig-Holstein
Norderstedt,82719,53.706388888,10.010277777,Schleswig-Holstein
Engelbrechtsche Wildnis,813,53.785555555,9.447222222,Schleswig-Holstein
Norddorf auf Amrum,562,54.683333333,8.333333333,Schleswig-Holstein
Reußenköge,320,54.609166666,8.904444444,Schleswig-Holstein
Aventoft,413,54.901111111,8.821944444,Schleswig-Holstein
Ostenfeld,1569,54.466666666,9.216666666,Schleswig-Holstein
Wyk auf Föhr,4355,54.6914,8.567019444,Schleswig-Holstein
Arlewatt,345,54.538,9.082,Schleswig-Holstein
Tümlauer-Koog,109,54.35,8.68333,Schleswig-Holstein
Pinneberg,44756,53.659111111,9.800861111,Schleswig-Holstein
Norderfriedrichskoog,43,54.4,8.9,Schleswig-Holstein
Fehmarn,13218,54.436830555,11.19755,Schleswig-Holstein
Bargteheide,16320,53.728630555,10.260788888,Schleswig-Holstein
Kabelhorst,411,54.215555555,10.9225,Schleswig-Holstein
Sylt,13679,54.8931,8.32361,Schleswig-Holstein
Plön,8919,54.162222222,10.421388888,Schleswig-Holstein
Hadenfeld,144,54.032777777,9.458055555,Schleswig-Holstein
Kiel,252668,54.323333333,10.139444444,Schleswig-Holstein
Süderende,185,54.726666666,8.440277777,Schleswig-Holstein
Schleswig,25904,54.515277777,9.569722222,Schleswig-Holstein
Tornesch,14606,53.7,9.716666666,Schleswig-Holstein
Marne,5979,53.95,9.0,Schleswig-Holstein
Hooge,104,54.57,8.548055555,Schleswig-Holstein
Wenningstedt-Braderup,1606,54.934722222,8.336666666,Schleswig-Holstein
Rantrum,1936,54.440436111,9.129480555,Schleswig-Holstein
Ahrensburg,34601,53.674722222,10.241111111,Schleswig-Holstein
Bad Bramstedt,15451,53.918611111,9.884444444,Schleswig-Holstein
Dunsum,68,54.730277777,8.414444444,Schleswig-Holstein
Glücksburg,6381,54.833611111,9.55,Schleswig-Holstein
Wilster,4389,53.9225,9.374444444,Schleswig-Holstein
Elmshorn,50728,53.754722222,9.653611111,Schleswig-Holstein
Hürup,2394,54.75,9.516666666,Schleswig-Holstein
Welt,190,54.3,8.8,Schleswig-Holstein
Hude,180,54.388333333,9.214722222,Schleswig-Holstein
Tetenbüll,560,54.353888888,8.826111111,Schleswig-Holstein
Oldsum,519,54.733333333,8.45,Schleswig-Holstein
Rausdorf,231,53.589444444,10.329166666,Schleswig-Holstein
Ellhöft,113,54.889380555,8.950852777,Schleswig-Holstein
Lütjenburg,5479,54.294722222,10.591388888,Schleswig-Holstein
Waabs,1445,54.5333,9.983330555,Schleswig-Holstein
Meldorf,7318,54.083333333,9.066666666,Schleswig-Holstein
Bad Oldesloe,25104,53.811666666,10.374166666,Schleswig-Holstein
Pellworm,1208,54.516666666,8.636944444,Schleswig-Holstein
Reinfeld,9023,53.833333333,10.483333333,Schleswig-Holstein
Kaltenkirchen,23478,53.839722222,9.960277777,Schleswig-Holstein
Husum,23814,54.476944444,9.051111111,Schleswig-Holstein
Westerhever,89,54.383333333,8.666666666,Schleswig-Holstein
Kirchspiel Garding,319,54.316666666,8.783333333,Schleswig-Holstein
Wedel,34617,53.583333,9.7,Schleswig-Holstein
Ratzeburg,14552,53.701666666,10.756666666,Schleswig-Holstein
Altenhof,328,54.433333333,9.866666666,Schleswig-Holstein
Nieblum,585,54.692088888,8.489,Schleswig-Holstein
Bredstedt,5826,54.62,8.964444444,Schleswig-Holstein
Humptrup,754,54.866666666,8.866666666,Schleswig-Holstein
Oldersbek,750,54.45,9.166666666,Schleswig-Holstein
Lauenburg/Elbe,11999,53.375833333,10.558888888,Schleswig-Holstein
Utersum,387,54.716666666,8.4,Schleswig-Holstein
Sankt Peter-Ording,3877,54.304166666,8.651111111,Schleswig-Holstein
Westre,355,54.85,8.966666666,Schleswig-Holstein
Nordstrand,2303,54.483333333,8.883333333,Schleswig-Holstein
Strukdorf,261,53.916666666,10.483333333,Schleswig-Holstein
Bondelum,168,54.566666666,9.266666666,Schleswig-Holstein
Löwenstedt,706,54.616666666,9.166666666,Schleswig-Holstein
Ringsberg,555,54.803,9.599,Schleswig-Holstein
Hemdingen,1724,53.765,9.838611111,Schleswig-Holstein
Wakendorf II,1405,53.783333333,10.083333333,Schleswig-Holstein
Pahlen,1160,54.268333333,9.29,Schleswig-Holstein
Alt Duvenstedt,1894,54.358333333,9.644444444,Schleswig-Holstein
Büdelsdorf,10470,54.316666666,9.683333333,Schleswig-Holstein
Ahrenviölfeld,236,54.533333333,9.283333333,Schleswig-Holstein
Schönkirchen,6899,54.341666666,10.224166666,Schleswig-Holstein
Hellschen-Heringsand-Unterschaar,164,54.2,8.85,Schleswig-Holstein
Rodenäs,384,54.883305555,8.7,Schleswig-Holstein
Heist,2988,53.65,9.65,Schleswig-Holstein
Risum-Lindholm,3918,54.758019444,8.869061111,Schleswig-Holstein
Ahrensbök,8502,54.016666666,10.583333333,Schleswig-Holstein
Immenstedt,680,54.536,9.159,Schleswig-Holstein
Leck,7837,54.774444444,8.973611111,Schleswig-Holstein
Seeth,2105,54.3675,9.164722222,Schleswig-Holstein
Krems II,385,53.983333333,10.35,Schleswig-Holstein
Gröde,10,54.636111111,8.723611111,Schleswig-Holstein
Karolinenkoog,143,54.292222,8.965278,Schleswig-Holstein
Tarbek,172,54.049722222,10.282777777,Schleswig-Holstein
Fahrdorf,2687,54.5,9.6,Schleswig-Holstein
Vollerwiek,226,54.292777777,8.794166666,Schleswig-Holstein
Jahrsdorf,225,54.066666666,9.633333333,Schleswig-Holstein
Wittdün auf Amrum,805,54.626388888,8.389444444,Schleswig-Holstein
Südermarsch,134,54.425555555,9.081944444,Schleswig-Holstein
Galmsbüll,568,54.769444444,8.7525,Schleswig-Holstein
Elisabeth-Sophien-Koog,56,54.508611111,8.880277777,Schleswig-Holstein
Nieby,135,54.7722,9.9346,Schleswig-Holstein
Süderhastedt,793,54.05,9.216666666,Schleswig-Holstein
Weddingstedt,2339,54.233333333,9.1,Schleswig-Holstein
Behrendorf,571,54.566666666,9.216666666,Schleswig-Holstein
Kasseedorf,1462,54.166666666,10.716666666,Schleswig-Holstein
Bornhöved,3406,54.066694444,10.233305555,Schleswig-Holstein
Haselund,930,54.6,9.166666666,Schleswig-Holstein
Midlum,412,54.716666666,8.516666666,Schleswig-Holstein
Wisch,701,54.416666666,10.333333333,Schleswig-Holstein
Dammfleth,265,53.908611111,9.370833333,Schleswig-Holstein
Armstedt,381,53.972222222,9.85,Schleswig-Holstein
Travenhorst,194,54.018888888,10.4525,Schleswig-Holstein
Friedrichsgabekoog,59,54.157222222,8.943333333,Schleswig-Holstein
Henstedt-Ulzburg,28375,53.783333333,10.0,Schleswig-Holstein
Ahneby,201,54.704,9.728,Schleswig-Holstein
Pommerby,153,54.758611111,9.940555555,Schleswig-Holstein
Westerholz,739,54.8164,9.672,Schleswig-Holstein
Tinningstedt,248,54.816666666,8.916666666,Schleswig-Holstein
Süderdorf,363,54.216666666,9.35,Schleswig-Holstein
Osterrade,413,54.186944444,9.353888888,Schleswig-Holstein
Hohenwestedt,5410,54.083333333,9.666666666,Schleswig-Holstein
Friedrichskoog,2523,54.0063,8.8806,Schleswig-Holstein
Pogeez,503,53.741424,10.721532,Schleswig-Holstein
Alt-Mölln,818,53.621388888,10.658333333,Schleswig-Holstein
Kampen,462,54.95,8.333333333,Schleswig-Holstein
Katharinenheerd,175,54.333333333,8.833333333,Schleswig-Holstein
Schwabstedt,1343,54.395833333,9.187222222,Schleswig-Holstein
Jagel,994,54.45,9.516666666,Schleswig-Holstein
Dersau,979,54.116666666,10.333333333,Schleswig-Holstein
Diekhusen-Fahrstedt,711,53.933333333,9.016666666,Schleswig-Holstein
Klixbüll,1061,54.8,8.9,Schleswig-Holstein
Olderup,456,54.538,9.112,Schleswig-Holstein
Heidmoor,289,53.864444444,9.818888888,Schleswig-Holstein
Krempel,614,54.316666666,9.016666666,Schleswig-Holstein
Westerhorn,1333,53.8525,9.679722222,Schleswig-Holstein
Albersdorf,3847,54.145555555,9.2875,Schleswig-Holstein
Heidmühlen,675,53.966666666,10.083333333,Schleswig-Holstein
Trappenkamp,5276,54.0391,10.2163,Schleswig-Holstein
Koldenbüttel,886,54.386388888,9.067777777,Schleswig-Holstein
Damsdorf,248,54.066666666,10.316666666,Schleswig-Holstein
Meddewade,922,53.810833333,10.440833333,Schleswig-Holstein
Kudensee,115,53.929722222,9.211666666,Schleswig-Holstein
Büsumer Deichhausen,369,54.136111111,8.890277777,Schleswig-Holstein
Alt Bennebek,332,54.377777777,9.431111111,Schleswig-Holstein
Tolk,1049,54.578,9.637,Schleswig-Holstein
Grove,260,53.530555555,10.494722222,Schleswig-Holstein
